economy,series,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
COG,DT.ODA.ODAT.CD,1315089966,261239990.2,139850006.1,150990005.5,106180000.3,87580001.83,87050003.05,106040000.9,144570007.3,175679992.7,214830001.8
COG,NY.GDP.PCAP.CD,3076.556449,3562.217615,3922.868842,3884.850686,3781.515735,2448.523778,2051.666176,2170.900563,2606.615526,2369.729441,1899.778237
COG,SE.ADT.LITR.ZS,,79.31117249,,,,,,,80.29875946,,
COG,SM.POP.REFG,133099,141224,98446,51033,54842,44952,46454,48509,37491,25668,27097
COG,SM.POP.REFG.OR,20682,12836,12113,11744,14498,14772,13291,13295,13354,12743,12590
COG,SP.DYN.LE00.IN,60.093,60.785,61.423,62.022,62.582,63.097,63.556,63.954,64.29,64.57,64.804
COL,DT.ODA.ODAT.CD,673090026.9,1013590027,764059997.6,857489990.2,1224170044,1355920044,1106500000,850419982.9,1781020020,873809997.6,1868719971
COL,NY.GDP.PCAP.CD,6336.709474,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,6729.583332,6418.615783,5312.198556
COL,SE.ADT.LITR.ZS,93.37232971,93.58052826,,,94.18624878,94.24504852,94.65384674,,95.09250641,95.24926758,95.63632965
COL,SM.POP.REFG,198,208,204,207,198,212,241,260,294,634,957
COL,SM.POP.REFG.OR,395579,395950,394112,396711,360291,340116,311059,191635,138583,189254,189866
COL,SP.DYN.LE00.IN,75.424,75.655,75.882,76.105,76.322,76.531,76.732,76.925,77.109,77.287,77.46
COM,DT.ODA.ODAT.CD,69910003.66,55349998.47,101610000.6,81230003.36,74949996.95,65779998.78,53750000,67220001.22,90940002.44,72830001.83,131910003.7
COM,NY.GDP.PCAP.CD,1316.491213,1447.945144,1403.360252,1505.337292,1513.830379,1242.585608,1273.050952,1323.814843,1428.290463,1404.433187,1407.40927
COM,SE.ADT.LITR.ZS,,,49.19614029,,,,,,58.81702042,,
COM,SM.POP.REFG,,,,,,,,,,,
COM,SM.POP.REFG.OR,365,420,449,509,580,550,572,600,624,658,748
COM,SP.DYN.LE00.IN,61.862,62.24,62.595,62.922,63.214,63.471,63.7,63.912,64.118,64.321,64.525
CPV,DT.ODA.ODAT.CD,326980011,251369995.1,245589996.3,245160003.7,231389999.4,153250000,115239997.9,123010002.1,84279998.78,151940002.4,157429992.7
CPV,NY.GDP.PCAP.CD,3378.323433,3740.374103,3447.4831,3616.03557,3588.625584,3043.031382,3131.017598,3292.633503,3616.460666,3603.775241,3064.272388
CPV,SE.ADT.LITR.ZS,,,85.32778931,,,86.79029083,,,,,
CPV,SM.POP.REFG,,,,,,,,,,,
CPV,SM.POP.REFG.OR,22,22,22,22,27,27,10,5,10,10,5
CPV,SP.DYN.LE00.IN,71.062,71.243,71.445,71.661,71.886,72.117,72.347,72.57,72.782,72.981,73.166
CRI,DT.ODA.ODAT.CD,101129997.3,35549999.24,28389999.39,32819999.69,54549999.24,111300003.1,100720001.2,99260002.14,99360000.61,55590000.15,209610000.6
CRI,NY.GDP.PCAP.CD,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12485.4239,12762.13801,12201.92603
CRI,SE.ADT.LITR.ZS,,97.40657806,,,,,,,97.86379242,,
CRI,SM.POP.REFG,19486,20044,20435,20554,20726,3603,4162,4479,4531,6204,9593
CRI,SM.POP.REFG.OR,352,332,325,463,414,374,202,195,207,206,208
CRI,SP.DYN.LE00.IN,78.769,78.919,79.074,79.234,79.398,79.565,79.738,79.914,80.095,80.279,80.465
CSS,DT.ODA.ODAT.CD,547880008.7,364670004.8,301819994.7,353049994.3,395360001.3,200019999.7,190039995.8,229609999.7,355340001.1,511479999.5,
CSS,NY.GDP.PCAP.CD,9263.029591,9929.770862,10200.02028,10321.24032,10402.31367,10181.80616,9557.667766,9915.744684,10250.29173,10406.67071,8857.870922
CSS,SE.ADT.LITR.ZS,90.88845825,91.08869171,91.10729218,91.1765213,91.34947968,91.44355774,,,,,
CSS,SM.POP.REFG,207,151,102,80,133,186,143,354,911,2410,3292
CSS,SM.POP.REFG.OR,3857,4560,5138,5641,6199,6332,5657,6010,6356,6080,5692
CSS,SP.DYN.LE00.IN,72.67940423,72.79529509,72.91180938,73.03013854,73.15059179,73.2730249,73.39595799,73.51748995,73.63710628,73.75473231,73.87090598
CUB,DT.ODA.ODAT.CD,132449996.9,87279998.78,77180000.31,96699996.95,84559997.56,205990005.5,2346110107,380890014.6,391119995.1,140460006.7,174479995.7
CUB,NY.GDP.PCAP.CD,5305.883578,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9125.878679,9477.852873
CUB,SE.ADT.LITR.ZS,,,99.75253296,,,,,,,,
CUB,SM.POP.REFG,406,381,366,377,276,300,312,343,287,233,222
CUB,SM.POP.REFG.OR,7460,7845,7722,7453,7497,6827,5940,5331,5488,6625,8912
CUB,SP.DYN.LE00.IN,78.338,78.4,78.446,78.485,78.521,78.561,78.607,78.662,78.726,78.802,78.892
CUW,DT.ODA.ODAT.CD,,,,,,,,,,,
CUW,NY.GDP.PCAP.CD,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09791,19024.17723,16109.86167
CUW,SE.ADT.LITR.ZS,,,,,,,,,,,
CUW,SM.POP.REFG,7,6,13,13,34,46,53,74,99,42,68
CUW,SM.POP.REFG.OR,,,,35,35,35,35,35,35,35,35
CUW,SP.DYN.LE00.IN,,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,,,
CYM,DT.ODA.ODAT.CD,,,,,,,,,,,
CYM,NY.GDP.PCAP.CD,73351.75776,72329.6623,72777.14784,73514.66965,74990.43274,76284.1943,78471.62814,81513.16283,86180.53969,91513.04267,85346.76195
CYM,SE.ADT.LITR.ZS,,,,,,,,,,,
CYM,SM.POP.REFG,,,,5,5,10,18,29,34,34,38
CYM,SM.POP.REFG.OR,,,,6,6,6,6,6,6,6,5
CYM,SP.DYN.LE00.IN,82.1902439,,,,,,,,,,
CYP,DT.ODA.ODAT.CD,,,,,,,,,,,
CYP,NY.GDP.PCAP.CD,31023.63867,32396.38672,28912.15625,27729.19336,27163.33203,23408.33594,24605.91992,26608.875,29334.11133,29206.07617,27681.56641
CYP,SE.ADT.LITR.ZS,,98.67842865,,,,,,,,,
CYP,SM.POP.REFG,3397,3498,3627,3879,5120,7062,8478,9790,11002,12311,13997
CYP,SM.POP.REFG.OR,10,10,10,10,10,,,,7,,
CYP,SP.DYN.LE00.IN,79.43,79.621,79.812,79.999,80.178,80.35,80.513,80.672,80.828,80.982,81.135
CZE,DT.ODA.ODAT.CD,,,,,,,,,,,
CZE,NY.GDP.PCAP.CD,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23660.14881,22933.49959
CZE,SE.ADT.LITR.ZS,,,,,,,,,,,
CZE,SM.POP.REFG,2424,2424,2780,2966,3129,3640,3640,3640,2186,2054,1919
CZE,SM.POP.REFG.OR,811,758,620,984,1321,1280,1266,1272,1236,1166,1112
CZE,SP.DYN.LE00.IN,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.22926829,78.22682927
DEU,DT.ODA.ODAT.CD,,,,,,,,,,,
DEU,NY.GDP.PCAP.CD,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47973.60762,46794.89929,46252.6893
DEU,SE.ADT.LITR.ZS,,,,,,,,,,,
DEU,SM.POP.REFG,594250,571672,589735,187545,216956,316098,669468,970357,1063835,1146682,1210596
DEU,SM.POP.REFG.OR,159,169,174,164,170,153,67,66,61,69,71
DEU,SP.DYN.LE00.IN,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,80.94146341
DJI,DT.ODA.ODAT.CD,132029998.8,140399993.9,148410003.7,149250000,166110000.6,173389999.4,185350006.1,142610000.6,179210006.7,262480011,256140014.6
DJI,NY.GDP.PCAP.CD,1343.275125,1451.548081,1559.240651,2312.720948,2464.294905,2652.513228,2803.689125,2926.153304,3038.269738,3172.750685,3219.701128
DJI,SE.ADT.LITR.ZS,,,,,,,,,,,
DJI,SM.POP.REFG,15102,20336,19136,20010,20525,19369,17683,17553,18293,19639,21193
DJI,SM.POP.REFG.OR,556,595,626,747,870,1059,1437,1761,2124,2351,2419
DJI,SP.DYN.LE00.IN,60.062,60.667,61.395,62.239,63.171,64.136,65.064,65.893,66.582,67.112,67.49
DMA,DT.ODA.ODAT.CD,32450000.76,24440000.53,25639999.39,20079999.92,16290000.92,11710000.04,8569999.695,19219999.31,26940000.53,51389999.39,64160003.66
DMA,NY.GDP.PCAP.CD,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7298.51458,7745.376963,8516.280039,7003.859021
DMA,SE.ADT.LITR.ZS,,,,,,,,,,,
DMA,SM.POP.REFG,,,,,,,,,,,
DMA,SM.POP.REFG.OR,51,49,52,41,35,35,20,26,36,50,55
DMA,SP.DYN.LE00.IN,,,,,,,,,,,
DNK,DT.ODA.ODAT.CD,,,,,,,,,,,
DNK,NY.GDP.PCAP.CD,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59775.7351,61063.31643
DNK,SE.ADT.LITR.ZS,,,,,,,,,,,
DNK,SM.POP.REFG,17907,13386,11797,13153,17767,27312,33501,35668,36623,37533,36643
DNK,SM.POP.REFG.OR,6,6,6,6,11,11,,,,5,5
DNK,SP.DYN.LE00.IN,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.55121951
DOM,DT.ODA.ODAT.CD,193809997.6,242619995.1,260119995.1,146910003.7,166210006.7,279959991.5,176699996.9,117709999.1,89300003.05,130910003.7,554830017.1
DOM,NY.GDP.PCAP.CD,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691
DOM,SE.ADT.LITR.ZS,89.53872681,90.10637665,90.15518188,90.85814667,91.76376343,91.99121094,93.77845764,,,,
DOM,SM.POP.REFG,600,595,757,721,608,615,593,594,164,164,162
DOM,SM.POP.REFG.OR,238,239,280,298,348,382,359,427,472,546,550
DOM,SP.DYN.LE00.IN,72.046,72.284,72.523,72.763,73.003,73.241,73.471,73.689,73.892,74.081,74.257
DZA,DT.ODA.ODAT.CD,201250000,193350006.1,147270004.3,203419998.2,160619995.1,71129997.25,144550003.1,174679992.7,144529998.8,171960006.7,209589996.3
DZA,NY.GDP.PCAP.CD,4480.786318,5455.679403,5592.220115,5499.587331,5493.056695,4177.889542,3946.452447,4109.698217,4142.018558,3989.668276,3306.858208
DZA,SE.ADT.LITR.ZS,,,,,,,,,81.40783691,,
DZA,SM.POP.REFG,94141,94145,94130,94142,94119,94176,94220,94248,94341,98599,97651
DZA,SM.POP.REFG.OR,6665,6093,5657,3643,3509,3470,3705,4021,4181,4514,4571
DZA,SP.DYN.LE00.IN,74.938,75.199,75.436,75.661,75.878,76.09,76.298,76.499,76.693,76.88,77.063
EAP,DT.ODA.ODAT.CD,9439880192,7474480030,8834370010,11957960099,9425950105,8462670018,7657619919,8348120134,8211720039,7065509908,12662869955
EAP,NY.GDP.PCAP.CD,4012.992402,4869.113994,5385.228919,5891.965028,6301.086814,6511.258118,6600.764194,7159.45138,7954.762525,8177.838,8270.455138
EAP,SE.ADT.LITR.ZS,94.60774231,94.45590973,94.67794037,94.77902222,95.19567108,95.40923309,95.53955078,95.72928619,95.87911987,96.0267868,96.17314911
EAP,SM.POP.REFG,491982,488493,487095,547854,544700,519267,533774,550546,566746,550714,551104
EAP,SM.POP.REFG.OR,987126,988857,989975,1031144,1044256,1017832,1066146,1736104,1728633,1642823,1632669
EAP,SP.DYN.LE00.IN,73.06626429,73.35573867,73.64769112,73.9384118,74.22573699,74.50227185,74.76204668,75.0019151,75.21766316,75.40970324,75.5811244
EAR,DT.ODA.ODAT.CD,34977840034,37706159850,36020020087,48296170206,46261430173,45448110037,51014930726,53245169417,57498070070,55847169733,
EAR,NY.GDP.PCAP.CD,3026.520496,3293.350765,3390.888136,3389.95391,3457.598489,3244.237034,3303.710575,3521.381645,3509.754222,3538.833413,3253.713456
EAR,SE.ADT.LITR.ZS,75.28292084,75.28800201,75.91931915,76.42189789,77.23737335,77.95578003,78.57810211,79.01699829,79.35413361,79.84098816,80.30725861
EAR,SM.POP.REFG,10301334,9932364,9914450,10557676,11936839,13024365,13307587,14770213,15028285,14799055,14783928
EAR,SM.POP.REFG.OR,1259110,1246104,1957047,3653180,5372014,6515085,7008878,8517766,8911634,8922334,9194273
EAR,SP.DYN.LE00.IN,68.05602104,68.43890413,68.80320526,69.1451634,69.46091897,69.74850623,70.01123507,70.2542347,70.48323834,70.70120132,70.91123941
EAS,DT.ODA.ODAT.CD,9439880192,7474480030,8834370010,11957960099,9425950105,8462670018,7657619919,8348120134,8211720039,7065509908,12662869955
EAS,NY.GDP.PCAP.CD,7731.862633,8903.490987,9450.125175,9482.163953,9707.506845,9599.414082,9867.865824,10466.42427,11324.00488,11494.09153,11483.59931
EAS,SE.ADT.LITR.ZS,94.26799011,94.07524109,94.31336212,94.42037201,94.91773224,95.13826752,95.275383,95.47142792,95.62532043,95.7740097,95.91979218
EAS,SM.POP.REFG,519159,517012,521832,586974,585884,562048,582278,605967,631100,616494,616157
EAS,SM.POP.REFG.OR,988000,989679,990851,1031920,1045117,1018443,1066540,1736490,1729050,1643140,1632967
EAS,SP.DYN.LE00.IN,74.01299917,74.26612883,74.56283254,74.84944386,75.12686996,75.39461357,75.63814963,75.86925064,76.07251549,76.26687587,76.44497872
ECA,DT.ODA.ODAT.CD,7156200001,10394190054,9903090096,8843080057,10114190018,8150230007,9457370008,9597940020,8112230094,7138009971,10693340013
ECA,NY.GDP.PCAP.CD,7816.195805,9654.38147,10235.11863,10778.37606,9921.609409,7485.826926,7070.965425,7889.016899,8008.257108,8136.751834,7435.160748
ECA,SE.ADT.LITR.ZS,98.37867737,98.63468933,98.76821899,98.81671906,98.84980774,98.87846375,98.99887848,98.97245789,99.00773621,99.04348755,99.07746887
ECA,SM.POP.REFG,138849,135060,374419,714265,1919736,2948282,3190035,3694761,3846327,3705616,3848827
ECA,SM.POP.REFG.OR,631963,597997,581352,282389,500027,563441,472601,373244,335571,318640,381267
ECA,SP.DYN.LE00.IN,70.6532977,71.20976379,71.59304497,72.02450983,72.26466946,72.5943148,72.95392532,73.42307659,73.60003336,73.87585437,73.10399473
ECS,DT.ODA.ODAT.CD,7287750004,10394190054,9903090096,8843080057,10114190018,8150230007,9457370008,9597940020,8112230094,7138009971,10693340013
ECS,NY.GDP.PCAP.CD,23680.22746,26191.56727,25132.53092,26147.70105,26388.22379,22624.91539,22455.14736,23704.3284,25297.67986,24914.60337,23981.02201
ECS,SE.ADT.LITR.ZS,97.58094788,97.89367676,97.99822235,98.06864166,98.11634827,98.16487122,98.25479126,98.27191925,98.33351898,98.37896729,98.42828369
ECS,SM.POP.REFG,1610590,1560499,1796981,1775508,3109594,4382501,5195631,6109370,6469144,6565787,6791014
ECS,SM.POP.REFG.OR,708202,670469,652844,340100,547913,604489,507228,407075,369424,352345,415106
ECS,SP.DYN.LE00.IN,75.94492436,76.46043573,76.62261393,76.95625308,77.2831149,77.240549,77.59564067,77.78995657,77.90925304,78.15912746,77.3901513
ECU,DT.ODA.ODAT.CD,168529998.8,181300003.1,147830001.8,150509994.5,165050003.1,318160003.7,243229995.7,211110000.6,404010009.8,506799987.8,343160003.7
ECU,NY.GDP.PCAP.CD,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5627.77228
ECU,SE.ADT.LITR.ZS,91.85404205,91.5868988,92.06472778,93.29463196,94.22264099,94.45565796,94.35022736,92.82978821,,,93.62609863
ECU,SM.POP.REFG,121222,123407,123793,123177,122129,121511,102848,92405,101550,104560,104582
ECU,SM.POP.REFG.OR,859,912,848,711,807,1006,1041,1251,1424,1644,1689
ECU,SP.DYN.LE00.IN,75.089,75.289,75.495,75.707,75.923,76.143,76.365,76.584,76.8,77.01,77.216
EGY,DT.ODA.ODAT.CD,599159973.1,423730011,1813359985,5512509766,3537600098,2523750000,2437350098,33080001.83,2080850098,1708880005,1564040039
EGY,NY.GDP.PCAP.CD,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3569.206841
EGY,SE.ADT.LITR.ZS,72.04785156,,73.86559296,72.44249725,,,,71.16825104,,,
EGY,SM.POP.REFG,95044,95078,109923,230070,236085,212492,213515,232647,246746,258391,272826
EGY,SM.POP.REFG.OR,6903,7922,10014,12804,15899,17929,19792,22106,24850,27416,26553
EGY,SP.DYN.LE00.IN,70.349,70.543,70.736,70.928,71.117,71.302,71.482,71.656,71.825,71.99,72.15
EMU,DT.ODA.ODAT.CD,,,,,,,,,,,
EMU,NY.GDP.PCAP.CD,37605.90024,40657.60014,37595.87709,39120.33334,39912.44232,34388.28378,35163.47243,37154.48194,40059.18248,39195.77483,38012.66729
EMU,SE.ADT.LITR.ZS,,,,,,,,,,,
EMU,SM.POP.REFG,1024695,1022488,1057919,694802,784306,972179,1464998,1845395,2032479,2254353,2351909
EMU,SM.POP.REFG.OR,2240,2385,2537,1800,1750,1647,1756,1892,2230,2324,2321
EMU,SP.DYN.LE00.IN,80.74678096,81.23282485,81.22715818,81.51232872,81.9429827,81.5692291,81.95454532,81.93231636,82.04958117,82.32618278,81.53588281
ERI,DT.ODA.ODAT.CD,162309997.6,133410003.7,135970001.2,81309997.56,84190002.44,93919998.17,66819999.69,79199996.95,84239997.86,266000000,60709999.08
ERI,NY.GDP.PCAP.CD,501.355317,642.5082588,,,,,,,,,
ERI,SE.ADT.LITR.ZS,,,,,,,,,76.57051849,,
ERI,SM.POP.REFG,4809,4719,3600,3166,2898,2549,2342,2392,2252,199,201
ERI,SM.POP.REFG.OR,222457,251941,285356,308210,363081,407428,457247,486209,507260,504300,524738
ERI,SP.DYN.LE00.IN,62.193,62.732,63.238,63.726,64.201,64.664,65.111,65.538,65.941,66.321,66.679
ESP,DT.ODA.ODAT.CD,,,,,,,,,,,
ESP,NY.GDP.PCAP.CD,30532.48051,31677.90031,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,28170.16786,30364.57994,29554.49052,27056.42175
ESP,SE.ADT.LITR.ZS,97.74890137,97.78375244,97.89453888,98.07913208,98.09371948,98.14325714,98.25051117,,98.43650055,,98.59445953
ESP,SM.POP.REFG,3814,4220,4502,4641,5797,6447,12983,17541,20437,57751,103624
ESP,SM.POP.REFG.OR,41,42,55,56,60,60,34,39,46,51,52
ESP,SP.DYN.LE00.IN,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33414634
EST,DT.ODA.ODAT.CD,,,,,,,,,,,
EST,NY.GDP.PCAP.CD,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23063.56382,23397.87826,23054.35849
EST,SE.ADT.LITR.ZS,,99.88578796,,,,,,,,,
EST,SM.POP.REFG,31,34,48,52,82,158,312,405,319,331,277
EST,SM.POP.REFG.OR,242,225,455,349,340,315,303,288,281,274,277
EST,SP.DYN.LE00.IN,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.34634146
ETH,DT.ODA.ODAT.CD,3455159912,3493889893,3243229980,3882540039,3583959961,3238699951,4082870117,4124750000,4940609863,4676959961,5301660156
ETH,NY.GDP.PCAP.CD,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.4507576
ETH,SE.ADT.LITR.ZS,,,,,,,,51.7711792,,,
ETH,SM.POP.REFG,154288,288839,376388,433933,659520,736081,791631,889412,903226,733123,800454
ETH,SM.POP.REFG.OR,68838,70601,74964,77109,86857,85839,83958,87448,92232,93467,151426
ETH,SP.DYN.LE00.IN,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597,66.953
EUU,DT.ODA.ODAT.CD,131550003.1,,,,,,,,,,
EUU,NY.GDP.PCAP.CD,32970.71547,35756.32903,33158.89214,34578.05193,35286.11738,30485.02881,31186.51062,33094.40835,35753.36685,35089.28279,34191.82825
EUU,SE.ADT.LITR.ZS,,,,,,,,,,,
EUU,SM.POP.REFG,1156054,1153317,1189554,850674,979904,1210728,1769745,2167138,2362839,2591349,2673102
EUU,SM.POP.REFG.OR,78620,74614,73458,59415,49352,42148,35328,34432,34374,34187,34277
EUU,SP.DYN.LE00.IN,79.62942605,80.13777291,80.15688817,80.46374092,80.87044756,80.56680714,80.94986464,80.93083864,81.02702351,81.31327017,80.46370189
FCS,DT.ODA.ODAT.CD,38393809978,40017329807,37632239994,43882700123,41366370296,40122460121,46450480176,52646489267,57900519682,58735069702,
FCS,NY.GDP.PCAP.CD,2318.671681,2131.996487,2329.579837,2359.480329,2428.443617,1913.692036,1762.810027,1825.738332,1826.833266,1905.700418,1743.367113
FCS,SE.ADT.LITR.ZS,60.28728867,60.10028076,62.01156998,62.43822861,63.40736008,62.14889145,64.27200317,65.00601959,63.49599075,63.74937057,63.98188019
FCS,SM.POP.REFG,5396734,5455182,5623247,6436198,7667810,7905106,8046382,8760121,9027673,8880008,8943406
FCS,SM.POP.REFG.OR,7654401,7485933,7826193,9438936,11894598,13460725,14763393,17525546,17941970,17931544,18107496
FCS,SP.DYN.LE00.IN,59.59146924,60.04032162,60.45111504,60.85289768,61.22457379,61.57315709,61.91091159,62.22447221,62.49355186,62.76996572,62.99260208
FIN,DT.ODA.ODAT.CD,,,,,,,,,,,
FIN,NY.GDP.PCAP.CD,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49988.91085,48628.64176,49160.83715
FIN,SE.ADT.LITR.ZS,,,,,,,,,,,
FIN,SM.POP.REFG,8721,9170,9910,11242,11783,12692,18402,20793,22287,23458,23428
FIN,SM.POP.REFG.OR,6,6,5,5,5,10,5,5,5,,
FIN,SP.DYN.LE00.IN,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,82.13170732
FJI,DT.ODA.ODAT.CD,75839996.34,75389999.39,105370002.7,91220001.22,94110000.61,102480003.4,117400001.5,145880004.9,120959999.1,128660003.7,193639999.4
FJI,NY.GDP.PCAP.CD,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.413723,6175.890653,5102.843929
FJI,SE.ADT.LITR.ZS,,,,,,,,,,,
FJI,SM.POP.REFG,,5,,,7,7,7,7,,12,14
FJI,SM.POP.REFG.OR,1849,1576,1314,1109,927,887,791,734,675,591,516
FJI,SP.DYN.LE00.IN,66.655,66.759,66.859,66.95,67.03,67.103,67.175,67.252,67.341,67.444,67.561
FRA,DT.ODA.ODAT.CD,,,,,,,,,,,
FRA,NY.GDP.PCAP.CD,40677.98514,43848.10605,40872.36246,42605.04438,43068.54872,36652.92231,37062.53357,38781.04949,41592.7959,40578.64429,39037.12263
FRA,SE.ADT.LITR.ZS,,,,,,,,,,,
FRA,SM.POP.REFG,200687,210207,217865,232487,252248,273117,304527,337158,368345,407915,436055
FRA,SM.POP.REFG.OR,90,92,94,92,84,90,50,54,59,50,49
FRA,SP.DYN.LE00.IN,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976
FRO,DT.ODA.ODAT.CD,,,,,,,,,,,
FRO,NY.GDP.PCAP.CD,48578.59681,52267.12318,50464.65867,55892.28702,60484.34073,53310.26201,58224.80551,61455.05261,65572.60753,67153.68194,66320.6792
FRO,SE.ADT.LITR.ZS,,,,,,,,,,,
FRO,SM.POP.REFG,,,,,,,,,,,
FRO,SM.POP.REFG.OR,,,,,,,,,,,
FRO,SP.DYN.LE00.IN,80.68780488,80.93902439,81.1902439,81.44146341,81.59268293,81.79268293,82.09268293,82.29268293,82.54390244,82.79268293,83.09268293
FSM,DT.ODA.ODAT.CD,63770000.46,130639999.4,143259994.5,143210006.7,117010002.1,81389999.39,50830001.83,98150001.53,98790000.92,92540000.92,171630004.9
FSM,NY.GDP.PCAP.CD,2885.305492,3009.256825,3131.386715,2994.792394,2971.512602,2906.617012,3014.700358,3289.642117,3568.291016,3624.249092,3542.969788
FSM,SE.ADT.LITR.ZS,,,,,,,,,,,
FSM,SM.POP.REFG,,,,,,5,5,,,,
FSM,SM.POP.REFG.OR,,,,,,,,,,,
FSM,SP.DYN.LE00.IN,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618,67.755,67.883,68.002
GAB,DT.ODA.ODAT.CD,106269996.6,69449996.95,68830001.83,87209999.08,111269996.6,98779998.78,41619998.93,106349998.5,116959999.1,115819999.7,53200000.76
GAB,NY.GDP.PCAP.CD,8849.322608,10809.68495,9813.505747,9683.58162,9663.42411,7384.700704,6984.419712,7230.434912,7959.007267,7766.996554,6881.714225
GAB,SE.ADT.LITR.ZS,,,82.28379822,,,,,,84.66716003,,
GAB,SM.POP.REFG,9014,1769,1661,1592,1007,934,926,845,686,454,467
GAB,SM.POP.REFG.OR,167,180,189,180,179,174,167,216,342,440,454
GAB,SP.DYN.LE00.IN,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839,66.187,66.467,66.69
GBR,DT.ODA.ODAT.CD,,,,,,,,,,,
GBR,NY.GDP.PCAP.CD,39688.61497,42284.88449,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,40857.75558,43646.95197,43070.49836,41098.07865
GBR,SE.ADT.LITR.ZS,,,,,,,,,,,
GBR,SM.POP.REFG,238133,193494,149790,126036,117226,123051,118973,121821,126708,133083,132304
GBR,SM.POP.REFG.OR,152,150,150,140,137,128,78,85,84,69,62
GBR,SP.DYN.LE00.IN,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.20487805,80.90243902
GEO,DT.ODA.ODAT.CD,588859985.4,545059997.6,658890014.6,646309997.6,563760009.8,448929992.7,462730011,447440002.4,589000000,492170013.4,1040859985
GEO,NY.GDP.PCAP.CD,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.042423,4696.150586,4255.742993
GEO,SE.ADT.LITR.ZS,,,,,99.58618927,,,99.36425781,,99.55844116,
GEO,SM.POP.REFG,638,461,468,847,858,1973,2122,2089,1987,1355,1780
GEO,SM.POP.REFG.OR,10636,10115,9266,6787,6687,6505,6405,6535,6983,7519,7346
GEO,SP.DYN.LE00.IN,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6,73.767,73.919
GHA,DT.ODA.ODAT.CD,1697219971,1803869995,1799020020,1328170044,1120089966,1770479980,1318650024,1263550049,1067160034,910950012.2,2204159912
GHA,NY.GDP.PCAP.CD,1299.345212,1549.462719,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,2260.860567,2246.625578,2254.153889
GHA,SE.ADT.LITR.ZS,71.49707031,,,,,,,,79.03964233,,
GHA,SM.POP.REFG,13828,13588,16012,18681,18448,17404,11866,12153,11896,11946,12406
GHA,SM.POP.REFG.OR,20175,20333,24269,21048,22116,22962,15527,16959,18071,18432,13844
