economy,series,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
KIR,DT.ODA.ODAT.CD,23770000.46,64540000.92,65669998.17,64989997.86,80660003.66,64949996.95,60840000.15,77139999.39,80029998.78,56659999.85,58020000.46
KIR,NY.GDP.PCAP.CD,1508.789745,1724.980257,1782.924951,1710.592937,1625.9913,1535.162783,1586.344978,1648.594957,1693.950155,1512.95277,1514.591059
KIR,SE.ADT.LITR.ZS,,,,,,,,,,,
KIR,SM.POP.REFG,,,,,,,,,,,
KIR,SM.POP.REFG.OR,31,31,34,21,5,,,,,,
KIR,SP.DYN.LE00.IN,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,68.369,68.611
KNA,DT.ODA.ODAT.CD,11479999.54,15760000.23,21739999.77,30049999.24,,,,,,,
KNA,NY.GDP.PCAP.CD,15888.63951,16910.57011,16564.05504,17393.42727,18789.6345,18717.42876,19542.16228,20382.77987,20567.25826,22047.88303,18440.85368
KNA,SE.ADT.LITR.ZS,,,,,,,,,,,
KNA,SM.POP.REFG,,,,,,,,,5,5,
KNA,SM.POP.REFG.OR,10,7,10,12,20,25,49,51,58,57,54
KNA,SP.DYN.LE00.IN,,,,,,,,,,,
KOR,DT.ODA.ODAT.CD,,,,,,,,,,,
KOR,NY.GDP.PCAP.CD,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169,31597.50465
KOR,SE.ADT.LITR.ZS,,,,,,,,,,,
KOR,SM.POP.REFG,352,389,488,548,1164,1455,1798,2238,2890,3196,3443
KOR,SM.POP.REFG.OR,578,508,555,495,478,346,243,239,274,180,146
KOR,SP.DYN.LE00.IN,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,83.42682927
KWT,DT.ODA.ODAT.CD,,,,,,,,,,,
KWT,NY.GDP.PCAP.CD,38577.49828,48631.7834,51979.12069,49388.05338,44062.34091,29869.55275,27653.15762,29759.46747,33399.06048,32373.25111,24811.76971
KWT,SE.ADT.LITR.ZS,94.4690094,,95.51316833,95.58582306,,95.68544769,,96.03594971,96.05647278,,96.45754242
KWT,SM.POP.REFG,185,336,676,633,611,736,935,613,671,686,732
KWT,SM.POP.REFG.OR,986,1112,1189,971,974,1076,1013,1097,1251,1300,1422
KWT,SP.DYN.LE00.IN,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,75.489,75.586
LAC,DT.ODA.ODAT.CD,9155590143,9501890002,9604860044,10026249920,9335040112,9679559960,10581270198,7913670008,9712929990,8004960024,12612349930
LAC,NY.GDP.PCAP.CD,8498.597854,9824.186368,9667.271497,9815.816253,9755.448557,8203.003864,7885.57463,8699.475686,8357.124704,8165.360565,6765.532776
LAC,SE.ADT.LITR.ZS,91.39028931,92.01399994,92.23848724,92.31037903,92.76419067,92.95179749,93.42559052,93.57028198,93.72753143,94.17028046,94.33152771
LAC,SM.POP.REFG,153197,156432,157544,157821,159422,144098,130572,124274,142556,182680,232065
LAC,SM.POP.REFG.OR,462136,474383,480919,486541,453127,439080,411652,306150,268319,344659,365219
LAC,SP.DYN.LE00.IN,73.9348189,74.13239296,74.32530827,74.51329638,74.69784169,74.87908537,75.05644212,75.23086778,75.40154073,75.57017585,75.73687259
LAO,DT.ODA.ODAT.CD,389209991.5,371950012.2,410470001.2,423329986.6,474420013.4,471089996.3,399459991.5,480200012.2,587140014.6,620969970.7,528919982.9
LAO,NY.GDP.PCAP.CD,1141.235703,1378.498492,1581.62871,1831.936916,1999.958203,2140.044323,2324.400917,2455.211559,2569.093892,2613.944427,2608.982833
LAO,SE.ADT.LITR.ZS,,58.28794098,,,,84.66104126,,,,,
LAO,SM.POP.REFG,,,,,,,,,,,
LAO,SM.POP.REFG.OR,8412,8086,7981,7736,7476,7359,7229,7056,6943,6757,6665
LAO,SP.DYN.LE00.IN,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,67.923,68.219
LBN,DT.ODA.ODAT.CD,445089996.3,475489990.2,711489990.2,610969970.7,820950012.2,965609985.4,1129339966,1303040039,1422180054,1236449951,1417579956
LBN,NY.GDP.PCAP.CD,7761.641489,7675.30894,7948.685449,7928.28957,7681.657944,7643.008718,7617.689634,7776.034642,8003.827612,7527.44306,3801.792743
LBN,SE.ADT.LITR.ZS,,,,,,,,,95.06944275,,
LBN,SM.POP.REFG,438123,445125,575456,1303867,1606698,1529213,1476623,1468431,1424728,1392174,1349925
LBN,SM.POP.REFG.OR,15864,15004,15100,3809,4262,4353,4719,5301,5620,5647,5495
LBN,SP.DYN.LE00.IN,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,78.93,79.004
LBR,DT.ODA.ODAT.CD,1416109985,762250000,566710022,535929992.7,747520019.5,1091949951,819179992.7,631590026.9,593549987.8,580950012.2,652099975.6
LBR,NY.GDP.PCAP.CD,513.4455667,596.8966353,675.0101918,747.8686601,739.911935,721.5810505,740.914906,721.085044,710.2659984,672.3404992,601.0630058
LBR,SE.ADT.LITR.ZS,,,,,,,,48.30136108,,,
LBR,SM.POP.REFG,24735,128283,65899,53243,38586,36495,18978,11109,9103,8225,8213
LBR,SM.POP.REFG.OR,70133,66779,23428,17548,13561,9972,6558,6039,5508,5365,5195
LBR,SP.DYN.LE00.IN,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,64.104,64.423
LBY,DT.ODA.ODAT.CD,7610000.134,633250000,87089996.34,128830001.8,210279998.8,157369995.1,179490005.5,431869995.1,303440002.4,294179992.7,295989990.2
LBY,NY.GDP.PCAP.CD,12162.66871,7709.940397,14721.86924,11921.90828,9017.93368,7590.442981,7687.882134,10205.32483,11482.13364,10218.04303,7614.325449
LBY,SE.ADT.LITR.ZS,,,,,,,,,,,
LBY,SM.POP.REFG,7922,10129,7065,25561,27964,9305,9311,9352,8792,4730,4149
LBY,SM.POP.REFG.OR,2297,4372,5233,3298,4187,6077,8831,11205,13868,16033,17523
LBY,SP.DYN.LE00.IN,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,72.913,73.082
LCA,DT.ODA.ODAT.CD,41150001.53,35290000.92,26799999.24,25360000.61,19370000.84,13760000.23,15229999.54,15380000.11,8560000.42,32110000.61,98110000.61
LCA,NY.GDP.PCAP.CD,8540.07098,8983.743733,9086.387955,9378.985047,9843.308534,10093.61802,10362.35158,11034.62983,11353.71523,11591.08044,8804.561089
LCA,SE.ADT.LITR.ZS,,,,,,,,,,,
LCA,SM.POP.REFG,,,,5,,,,,,,
LCA,SM.POP.REFG.OR,334,432,567,711,921,1011,993,995,1025,843,726
LCA,SP.DYN.LE00.IN,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,76.203,76.343
LCN,DT.ODA.ODAT.CD,9626160145,9858840004,10007610053,10255159919,9766660115,9776279962,10824190201,8121600003,9952639985,8301050021,13049819933
LCN,NY.GDP.PCAP.CD,9063.943384,10202.18578,10198.36203,10338.42461,10431.71262,8629.009605,8350.020625,9188.579683,8902.399152,8699.460717,7270.703584
LCN,SE.ADT.LITR.ZS,91.64585876,92.23796082,92.46115875,92.50705719,92.94821167,93.13275146,93.59496307,93.70874786,93.86865997,94.29450989,94.45123291
LCN,SM.POP.REFG,373655,377581,380522,381782,352424,337472,322179,252093,215691,257918,308741
LCN,SM.POP.REFG.OR,470611,483996,491192,496493,462707,448051,420669,317028,291071,439724,538350
LCN,SP.DYN.LE00.IN,74.09722025,74.28311752,74.46145444,74.63279792,74.7990465,74.96168764,75.12202318,75.28208661,75.4408494,75.60149504,75.76242757
LDC,DT.ODA.ODAT.CD,43599779621,44541600067,43109610092,47904050320,43948570091,43434439846,43538520380,48971069731,53877199549,55696760067,
LDC,NY.GDP.PCAP.CD,820.3690583,930.2309521,955.3450319,1017.033637,1067.951985,1009.424564,1025.998979,1119.433811,1077.493342,1105.717065,1099.201561
LDC,SE.ADT.LITR.ZS,56.6507988,56.76771164,57.50632095,58.87498856,59.62564087,60.87612152,62.89241028,63.68294144,64.27587891,64.85780334,65.41577911
LDC,SM.POP.REFG,1954846,2310884,2533421,2757617,3579313,4183415,4848568,6710452,6691915,6605693,6715560
LDC,SM.POP.REFG.OR,6276899,6329250,6458029,6659557,7414985,8143116,8759185,10753183,10766888,10765042,10714645
LDC,SP.DYN.LE00.IN,61.38674957,61.96534707,62.51335636,63.02859043,63.50724863,63.94607099,64.34418979,64.7062796,65.03826936,65.34393251,65.62893994
LIC,DT.ODA.ODAT.CD,30829849525,33633659843,32342810005,34580969955,35066679916,35420130135,40007850262,44658139748,49903159554,47262439674,54564550842
LIC,NY.GDP.PCAP.CD,1162.622904,852.0498945,788.1957823,789.200762,821.3361813,791.7100264,764.7048854,834.4908817,699.4114352,720.474279,703.7338455
LIC,SE.ADT.LITR.ZS,54.25215912,56.16062164,56.63293839,57.62022018,58.02705002,58.5800209,59.28538895,60.10514832,60.49671173,60.95804977,61.3689003
LIC,SM.POP.REFG,2923889,3028667,2978792,2893543,3771205,4135388,4705572,5867627,5908186,5921518,6022241
LIC,SM.POP.REFG.OR,5547534,5614738,6578415,8472916,10654580,12401078,13640641,15752152,16125886,16153790,16172994
LIC,SP.DYN.LE00.IN,59.63435852,60.21803482,60.76605155,61.28326794,61.769218,62.22220761,62.64103791,63.02851687,63.3907771,63.73199495,64.05752956
LIE,DT.ODA.ODAT.CD,,,,,,,,,,,
LIE,NY.GDP.PCAP.CD,141192.5347,158130.4575,149010.2249,173030.2083,178864.8519,167313.2663,165642.3863,171253.9643,176499.4026,169049.1569,
LIE,SE.ADT.LITR.ZS,,,,,,,,,,,
LIE,SM.POP.REFG,86,88,103,96,102,146,161,164,166,125,129
LIE,SM.POP.REFG.OR,,,,,,,,,,,
LIE,SP.DYN.LE00.IN,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,84.16097561,81.80731707
LKA,DT.ODA.ODAT.CD,558590026.9,608520019.5,490769989,402179992.7,491630004.9,445010009.8,373480011,316170013.4,-247369995.1,191699996.9,217559997.6
LKA,NY.GDP.PCAP.CD,2799.648738,3200.861132,3350.521876,3610.289363,3819.25353,3843.780672,3886.291502,4077.043841,4059.20823,3848.212376,3694.040948
LKA,SE.ADT.LITR.ZS,91.18135834,,,,,,92.38690186,91.89575195,91.70982361,92.25296021,92.38230133
LKA,SM.POP.REFG,224,187,109,143,508,781,602,820,796,1041,1008
LKA,SM.POP.REFG.OR,141064,136602,132720,123074,121991,121427,117472,115632,113955,110341,142664
LKA,SP.DYN.LE00.IN,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,76.978,77.144
LMC,DT.ODA.ODAT.CD,43031670544,42390529991,44684309936,53848380066,49509630283,46238240017,44184289951,46831679943,45440420216,46413449606,60800399937
LMC,NY.GDP.PCAP.CD,1828.252092,2069.305481,2138.965153,2141.518319,2191.985872,2109.3345,2193.471208,2322.906883,2335.303125,2411.334922,2285.711107
LMC,SE.ADT.LITR.ZS,70.50018311,70.71012115,71.58627319,72.10707092,72.8635788,73.63826752,74.35328674,75.00414276,75.431633,75.96756744,76.48845673
LMC,SM.POP.REFG,6858840,6718400,6761696,7568049,8083360,8283781,8105324,8869583,8907773,8911618,8828930
LMC,SM.POP.REFG.OR,1693340,1787654,1621641,1582354,2158861,2257203,2063816,2704324,2742730,2679097,2788800
LMC,SP.DYN.LE00.IN,66.44301845,66.83298752,67.19921401,67.5465362,67.86850109,68.16457082,68.43899604,68.69191646,68.91902295,69.13682123,69.3303444
LMY,DT.ODA.ODAT.CD,1.27309E+11,1.38291E+11,1.32569E+11,1.50023E+11,1.6035E+11,1.45221E+11,1.57258E+11,1.63559E+11,1.66165E+11,1.61513E+11,1.93064E+11
LMY,NY.GDP.PCAP.CD,3578.022127,4167.510276,4375.13355,4570.563791,4661.974204,4366.051099,4349.147276,4718.39202,4933.697969,4993.619381,4759.776082
LMY,SE.ADT.LITR.ZS,81.40622711,81.6724472,82.20670319,82.45152283,82.93345642,83.14720154,83.6880188,83.97683716,84.00708771,84.29309082,84.54367065
LMY,SM.POP.REFG,13057289,13046785,13251782,14919522,17645635,19229946,19867546,22357709,22687449,22571818,22817238
LMY,SM.POP.REFG.OR,10140964,10018386,10121449,11362971,14057230,15762445,16819122,19505733,19895441,19899548,20082260
LMY,SP.DYN.LE00.IN,68.65864304,69.01865094,69.35857358,69.68816173,69.98896203,70.27456888,70.53950024,70.79130031,71.00394977,71.20490805,71.3261274
LSO,DT.ODA.ODAT.CD,256049987.8,256769989,276250000,318670013.4,107169998.2,86489997.86,112069999.7,145660003.7,153690002.4,140190002.4,170490005.5
LSO,NY.GDP.PCAP.CD,1119.843641,1287.269536,1229.636232,1166.911756,1194.575627,1146.064688,1018.784872,1102.629728,1192.48432,1153.388058,1050.631634
LSO,SE.ADT.LITR.ZS,,,,,76.6352005,,,,,,
LSO,SM.POP.REFG,,38,33,29,43,31,46,55,56,143,271
LSO,SM.POP.REFG.OR,5,5,5,10,16,16,5,6,6,6,6
LSO,SP.DYN.LE00.IN,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,54.331,54.836
LTE,DT.ODA.ODAT.CD,11753110193,13484350044,14763570176,13465340082,14801220124,12562679975,12084700069,12769040036,9774710095,8594800047,
LTE,NY.GDP.PCAP.CD,6208.822265,7517.381346,7984.734577,8544.076174,8810.520696,8208.051873,8179.070874,9018.161029,9832.141379,9974.505915,9699.089375
LTE,SE.ADT.LITR.ZS,94.60774994,95.12831879,95.30020142,95.36569977,95.53117371,95.6782608,95.87560272,96.01103973,96.15605927,96.34008026,96.47219849
LTE,SM.POP.REFG,1085938,1085776,1202519,1986996,2509954,2462158,2337684,2241073,2167642,2109826,2159821
LTE,SM.POP.REFG.OR,1478790,1452623,1444896,1225141,1196553,1165910,1138668,1021363,975188,1008730,1081691
LTE,SP.DYN.LE00.IN,73.98396266,74.31785635,74.60981626,74.91946981,75.19971938,75.47271954,75.74817476,76.01767874,76.22765579,76.44128813,76.43900573
LTU,DT.ODA.ODAT.CD,,,,,,,,,,,
LTU,NY.GDP.PCAP.CD,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.18128,19575.76848,20232.30204
LTU,SE.ADT.LITR.ZS,,99.81559753,,,,,,,,,
LTU,SM.POP.REFG,808,824,871,918,1007,1094,1284,1577,1731,1822,1880
LTU,SM.POP.REFG.OR,508,523,487,217,182,143,74,73,66,61,58
LTU,SP.DYN.LE00.IN,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.28292683,74.92926829
LUX,DT.ODA.ODAT.CD,,,,,,,,,,,
LUX,NY.GDP.PCAP.CD,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,117254.7404,113218.7133,116356.158
LUX,SE.ADT.LITR.ZS,,,,,,,,,,,
LUX,SM.POP.REFG,3254,2855,2910,901,1091,1306,2020,2020,2020,2548,5158
LUX,SM.POP.REFG.OR,,,,,,,,,,5,5
LUX,SP.DYN.LE00.IN,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.63902439,81.74146341
LVA,DT.ODA.ODAT.CD,,,,,,,,,,,
LVA,NY.GDP.PCAP.CD,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17926.84159,17703.95344
LVA,SE.ADT.LITR.ZS,,99.89589691,,,,,,,99.88931274,,
LVA,SM.POP.REFG,60,88,113,149,168,193,340,653,664,665,637
LVA,SM.POP.REFG.OR,712,706,662,228,206,187,165,162,152,144,143
LVA,SP.DYN.LE00.IN,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.38780488,75.38780488
MAC,DT.ODA.ODAT.CD,,,,,,,,,,,
MAC,NY.GDP.PCAP.CD,52473.19099,66891.28197,76572.15179,89260.7571,93022.87514,74818.94813,73545.75824,81019.47377,87526.07999,86197.36569,39403.13591
MAC,SE.ADT.LITR.ZS,,95.64003754,,,,,96.5384903,,,,
MAC,SM.POP.REFG,,,,,,,,,,,
MAC,SM.POP.REFG.OR,8,8,,,5,5,5,,,,
MAC,SP.DYN.LE00.IN,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,84.244,84.37
MAF,DT.ODA.ODAT.CD,,,,,,,,,,,
MAF,NY.GDP.PCAP.CD,,20717.09321,,,21459.31913,,,,,,
MAF,SE.ADT.LITR.ZS,,,,,,,,,,,
MAF,SM.POP.REFG,,,,,,,,,,,
MAF,SM.POP.REFG.OR,,,,,,,,,,,
MAF,SP.DYN.LE00.IN,78.52195122,78.72195122,78.87317073,79.02195122,79.17317073,79.32195122,79.52195122,79.62195122,79.82195122,79.97317073,80.12195122
MAR,DT.ODA.ODAT.CD,985500000,1440239990,1471060059,2006670044,2238649902,1517680054,2062310059,2427649902,818200012.2,751719970.7,1828349976
MAR,NY.GDP.PCAP.CD,2839.926025,3046.947754,2912.658203,3121.680176,3171.699219,2875.258057,2896.722168,3035.454346,3226.98291,3235.000732,3058.69165
MAR,SE.ADT.LITR.ZS,,67.08415985,69.42539215,,75.5861969,,,,73.75000763,,
MAR,SM.POP.REFG,798,736,745,1458,1205,3899,4762,4703,5932,6642,6505
MAR,SM.POP.REFG.OR,2276,2305,2394,1290,1523,1760,2240,3089,3873,4642,4467
MAR,SP.DYN.LE00.IN,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,76.68,76.901
MCO,DT.ODA.ODAT.CD,,,,,,,,,,,
MCO,NY.GDP.PCAP.CD,150737.8925,169016.1961,157520.2194,177673.7454,189432.37,165989.5051,170028.6557,167517.0597,185978.6093,189487.1471,173688.1894
MCO,SE.ADT.LITR.ZS,,,,,,,,,,,
MCO,SM.POP.REFG,,37,37,34,33,32,27,25,25,22,22
MCO,SM.POP.REFG.OR,,5,5,5,5,5,5,5,5,5,
MCO,SP.DYN.LE00.IN,,,,,,,,,,,
MDA,DT.ODA.ODAT.CD,473010009.8,461690002.4,474589996.3,348119995.1,517799987.8,311899993.9,260779998.8,243210006.7,259290008.5,341269989,519559997.6
MDA,NY.GDP.PCAP.CD,2437.537683,2942.252807,3045.730612,3322.04998,3328.79433,2732.46073,2880.43529,3509.686829,4230.626969,4492.10574,4525.759654
MDA,SE.ADT.LITR.ZS,,,,,99.3598938,,,,,,
MDA,SM.POP.REFG,132,131,176,237,323,434,419,391,409,417,405
MDA,SM.POP.REFG.OR,6204,6261,6148,2210,2230,2289,2316,2339,2397,2427,2206
MDA,SP.DYN.LE00.IN,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,71.901,72.006
MDG,DT.ODA.ODAT.CD,477309997.6,447279998.8,368429992.7,499279998.8,588119995.1,677510009.8,611690002.4,770140014.6,746070007.3,722369995.1,1289520020
MDG,NY.GDP.PCAP.CD,471.9592116,531.2654321,518.1528127,541.0659437,530.8610389,467.2354316,475.9555568,515.2933234,518.401123,526.2245722,477.6130414
MDG,SE.ADT.LITR.ZS,,,71.57261658,,,,,,76.67967987,,
MDG,SM.POP.REFG,,5,5,11,11,6,22,39,39,113,112
MDG,SM.POP.REFG.OR,266,287,299,298,279,285,292,292,298,298,268
MDG,SP.DYN.LE00.IN,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,67.041,67.39
MDV,DT.ODA.ODAT.CD,88279998.78,49830001.83,56729999.54,21700000.76,22540000.92,23989999.77,22709999.08,46479999.54,131429992.7,71080001.83,311160003.7
MDV,NY.GDP.PCAP.CD,7076.739821,7291.465967,7265.723399,7928.476443,8499.307148,9033.41027,9209.443564,9577.346946,10279.07998,10561.61351,6924.105745
MDV,SE.ADT.LITR.ZS,,,,,98.61012268,,97.7349472,,,,
MDV,SM.POP.REFG,,,,,,,,,,,
MDV,SM.POP.REFG.OR,16,21,22,30,32,39,58,64,74,75,78
MDV,SP.DYN.LE00.IN,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,78.921,79.208
MEA,DT.ODA.ODAT.CD,12273710113,15584319695,13640340210,25824129898,32481599998,19275780029,26455760193,28073509918,32125110214,27653629387,28101720367
MEA,NY.GDP.PCAP.CD,7703.878573,8518.297706,8992.171694,8666.91024,8540.737206,7375.464756,7307.448457,7469.549834,7704.420769,7587.355596,6688.08728
MEA,SE.ADT.LITR.ZS,76.48091888,77.26802063,79.89382172,79.69486237,81.14234161,79.43242645,80.45519257,81.52539825,78.98143005,79.31014252,79.64868164
MEA,SM.POP.REFG,7699894,7424160,7328809,8455109,9046603,8903648,8950801,9075560,9161280,9195527,8948039
MEA,SM.POP.REFG.OR,1908772,1661549,1696340,3074835,4475952,5377343,6098281,6969775,7351472,7282543,7373462
MEA,SP.DYN.LE00.IN,72.53918362,72.73749241,72.93166117,73.13239732,73.32643778,73.51484469,73.71077102,73.89981806,74.08883309,74.2708741,74.44773374
MEX,DT.ODA.ODAT.CD,454730011,967020019.5,407899993.9,562390014.6,814890014.6,321070007.3,809340026.9,754609985.4,549299987.8,525159973.1,936059997.6
MEX,NY.GDP.PCAP.CD,9271.398396,10203.4213,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,9686.984927,9950.217622,8431.665017
MEX,SE.ADT.LITR.ZS,93.06893921,93.51998138,94.22840118,93.96285248,94.55587769,94.47228241,94.85961914,94.97277832,95.37991333,,95.24784851
MEX,SM.POP.REFG,1364,1647,1501,1814,1820,2904,6178,8993,16530,28517,45434
MEX,SM.POP.REFG.OR,6809,7471,8438,9396,10672,11340,10387,11679,12870,14621,15398
MEX,SP.DYN.LE00.IN,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,75.131
MHL,DT.ODA.ODAT.CD,24930000.31,84519996.64,83849998.47,93739997.86,55700000.76,57060001.37,12560000.42,72500000,54389999.39,65970001.22,183059997.6
MHL,NY.GDP.PCAP.CD,2846.065542,3046.290071,3181.6247,3246.63025,3185.261354,3199.886846,3490.998389,3672.576783,3793.550983,4073.10983,4129.850998
MHL,SE.ADT.LITR.ZS,,98.26508331,,,,,,,,,
MHL,SM.POP.REFG,,,,,,,,,,,
MHL,SM.POP.REFG.OR,,,,5,5,5,5,7,7,7,7
MHL,SP.DYN.LE00.IN,,,,,,,,,,,
MIC,DT.ODA.ODAT.CD,58681812500,62529500000,62064640625,70590031250,68153187500,63032082031,64714640625,65917289063,63045671875,61552750000,82588546875
MIC,NY.GDP.PCAP.CD,3826.335329,4510.250941,4750.537744,4971.544305,5074.932484,4755.93561,4745.70858,5154.4311,5415.611006,5487.844058,5237.022473
MIC,SE.ADT.LITR.ZS,83.5306778,83.69687653,84.26535797,84.4799881,84.99931335,85.21755219,85.77729034,86.05455017,86.08866119,86.39626312,86.67131042
MIC,SM.POP.REFG,10133400,10018118,10272990,12025979,13874430,15094558,15161974,16490082,16779263,16650300,16794997
MIC,SM.POP.REFG.OR,4593430,4403648,3543034,2890055,3402650,3361367,3178481,3753581,3769555,3745758,3909266
MIC,SP.DYN.LE00.IN,69.57605685,69.9264087,70.25711568,70.57899053,70.87211169,71.15194531,71.41252944,71.66188054,71.87083176,72.06943928,72.18110461
MKD,DT.ODA.ODAT.CD,194309997.6,192289993.3,147710006.7,196729995.7,211919998.2,214320007.3,167979995.7,149949996.9,170179992.7,139750000,282239990.2
MKD,NY.GDP.PCAP.CD,4577.688755,5098.097583,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5846.465899
MKD,SE.ADT.LITR.ZS,,,,,97.80000305,,,,,,
MKD,SM.POP.REFG,1397,1129,1076,980,880,697,634,414,413,354,303
MKD,SM.POP.REFG.OR,7880,7677,7582,1622,1752,1769,1730,1653,1721,1784,1576
MKD,SP.DYN.LE00.IN,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,75.69317073
MLI,DT.ODA.ODAT.CD,1091459961,1267619995,994869995.1,1396599976,1233839966,1201640015,1205160034,1360079956,1556890015,1814310059,1565510010
MLI,NY.GDP.PCAP.CD,710.2743036,837.6057753,778.6252109,805.0339407,848.2789916,751.4728892,780.7235497,830.0214445,894.8048435,879.0431675,862.453012
MLI,SE.ADT.LITR.ZS,31.09975052,30.61866951,,,,33.06888962,,,35.47377014,,30.76140976
MLI,SM.POP.REFG,13552,15618,13930,14317,15193,15913,17510,17036,26538,26672,47380
MLI,SM.POP.REFG.OR,3659,4289,149930,152812,139249,154202,156415,150305,158267,164466,164588
MLI,SP.DYN.LE00.IN,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,59.306,59.692
MLT,DT.ODA.ODAT.CD,,,,,,,,,,,
MLT,NY.GDP.PCAP.CD,21799.17426,23155.55479,22527.63676,24771.07658,26754.26845,24921.60368,25624.53727,28857.01987,31573.11656,31185.64962,28946.46268
MLT,SE.ADT.LITR.ZS,,93.30735779,,,,,,,94.50318909,,
MLT,SM.POP.REFG,6143,6948,8242,9900,6095,7068,7941,7994,8579,8908,9168
MLT,SM.POP.REFG.OR,5,5,5,5,,,,,5,5,5
MLT,SP.DYN.LE00.IN,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.85853659,82.65365854
MMR,DT.ODA.ODAT.CD,354920013.4,379950012.2,504529998.8,3936120117,1384410034,1168420044,1536660034,1542170044,1712020020,2042989990,2870320068
MMR,NY.GDP.PCAP.CD,746.94536,1061.344429,1134.302224,1168.165453,1210.097654,1196.743333,1136.610627,1151.114464,1250.173685,1271.111536,1450.662673
MMR,SE.ADT.LITR.ZS,,,,,,,75.55120087,,,89.06994629,
MMR,SM.POP.REFG,,,,,,,,,,,
MMR,SM.POP.REFG.OR,415662,414615,415363,479594,479006,451804,490285,1156742,1145149,1076826,1103245
MMR,SP.DYN.LE00.IN,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,67.134,67.363
MNA,DT.ODA.ODAT.CD,12295320114,15584319695,13640340210,25824129898,32481599998,19275780029,26455760193,28073509918,32125110214,27653629387,28101720367
MNA,NY.GDP.PCAP.CD,4748.306151,4822.027018,5092.955544,4601.10314,4452.593964,3931.556278,3962.898791,3864.148677,3604.925763,3574.162674,3190.325097
MNA,SE.ADT.LITR.ZS,74.27388,74.5091095,77.51190948,77.14050293,78.79463196,76.62332153,77.81655884,79.03476715,75.96434021,76.34240723,76.71839142
MNA,SM.POP.REFG,7666694,7374023,7269691,8394673,8998629,8861523,8909610,9039508,9131285,9167508,8933886
MNA,SM.POP.REFG.OR,1905162,1657528,1691950,3071865,4472919,5374224,6095220,6966286,7347451,7278275,7368864
MNA,SP.DYN.LE00.IN,72.01470099,72.2108648,72.4050187,72.60231836,72.80116693,73.00029604,73.19817528,73.39421523,73.5873387,73.77758932,73.96542302
MNE,DT.ODA.ODAT.CD,80069999.69,126629997.3,103069999.7,117180000.3,100419998.2,99959999.08,85730003.36,117989997.9,156199996.9,95849998.47,203880004.9
MNE,NY.GDP.PCAP.CD,6688.4824,7328.932252,6586.721279,7188.862445,7387.871036,6517.189614,7033.438006,7803.362579,8850.378404,8909.890151,7694.633759
MNE,SE.ADT.LITR.ZS,,98.44220734,,,,,,,98.84718323,,
MNE,SM.POP.REFG,16363,12871,11193,8471,6455,1762,970,794,727,653,166
MNE,SM.POP.REFG.OR,3243,3699,4052,542,601,646,713,704,715,659,530
